Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
TQQQ,ProShares UltraPro QQQ,Long,1.52,38.33,1.91,moberfel
PYPL,PayPal Holdings,Long,1.44,44.01,1.9,moberfel
PRU.L,Prudential,Long,1.37,-15.11,1.06,moberfel
GTT.PA,Gaztransport et Technigaz SA,Long,1.34,-0.71,1.21,moberfel
SHY,iShares 1-3 Year Treasury Bond ETF,Long,1.34,0.29,1.23,moberfel
QQQ,Invesco QQQ,Long,1.34,22.19,1.49,moberfel
NVDA,NVIDIA Corporation,Long,1.34,96.53,2.4,moberfel
VUG,Vanguard Growth ETF,Long,1.34,16.61,1.43,moberfel
IBB,Ishares Nasdaq Biotechnology,Long,1.34,-2.87,1.19,moberfel
FTEC,Fidelity MSCI Information Technology Index ETF,Long,1.34,15.76,1.41,moberfel
0700.HK,Tencent,Long,1.34,16.2,1.42,moberfel
GOOG,Alphabet,Long,1.22,35.62,1.51,moberfel
ETH,Ethereum,Long,1.21,75.58,1.93,moberfel
3988.HK,Bank of China,Long,1.18,12.26,1.2,moberfel
IVZ.US,Invesco Ltd,Long,1.16,16.25,1.23,moberfel
IYR,iShares U.S. Real Estate ETF,Long,1.12,11.41,1.13,moberfel
SCHW,Charles Schwab Corp,Long,0.95,21.89,1.06,moberfel
MSFT,Microsoft,Long,0.82,20.58,0.9,moberfel
BEZ.L,Beazley PLC,Long,0.8,41.39,1.04,moberfel
GLD,SPDR Gold,Long,0.69,19.71,0.75,moberfel
BATS.L,British American Tobacco,Long,0.54,29.75,0.63,moberfel
DAC,Danaos Corp,Long,0.53,-0.68,0.48,moberfel
SOL,Solana,Long,0.52,166.56,1.25,moberfel
UPRO,ProShares UltraPro S&P 500,Long,0.45,26.28,0.51,moberfel
UDOW,ProShares UltraPro Dow30,Long,0.45,29.54,0.53,moberfel
META,Meta Platforms Inc,Long,0.17,88.13,0.28,moberfel
PAGP,Plains GP Holdings LP,Long,0.08,18.51,0.09,moberfel
IB01.L,iShares $ Treasury Bond 0-1yr UCITS ETF,Long,30.4,0.04,29.04,Howdymoney
BRK.B,Berkshire Hathaway Inc,Long,19.67,1.12,18.99,Howdymoney
VOO,Vanguard S&P 500 ETF,Long,15.38,12.31,16.49,Howdymoney
O,Realty Income Corp,Long,9.91,-2.61,9.21,Howdymoney
PEP,PepsiCo,Long,8.42,-3.04,7.79,Howdymoney
GOOGL,Alphabet Inc Class A,Long,8.32,24.01,9.86,Howdymoney
V,Visa,Long,5.98,19.73,6.83,Howdymoney
WM,Waste Management Inc,Long,1.89,-2.67,1.76,Howdymoney
ETH,Ethereum,Long,12.15,23.53,10.96,Mustang295
TSLA,"Tesla Motors, Inc.",Long,6.4,95.1,9.11,Mustang295
AMZN,Amazon.com Inc,Long,6.4,24.17,5.8,Mustang295
GOOG,Alphabet,Long,5.76,20.52,5.06,Mustang295
META,Meta Platforms Inc,Long,4.16,26.38,3.83,Mustang295
BTC,Bitcoin,Long,3.84,503.94,16.91,Mustang295
HOOD,Robinhood Markets Inc.,Long,3.84,28.77,3.61,Mustang295
CRSP,CRISPR Therapeutics AG,Long,3.09,-19.71,1.81,Mustang295
MC.PA,LVMH Moet Hennessy Louis Vuitton SA,Long,3.07,2.25,2.29,Mustang295
ABBV,AbbVie Inc,Long,2.69,-3.18,1.9,Mustang295
SOL,Solana,Long,2.56,-1.89,1.83,Mustang295
BMY,Bristol-Myers Squibb Co,Long,1.98,10.11,1.59,Mustang295
ASML,ASML Holding NV - ADR,Long,1.98,3.87,1.5,Mustang295
ELF,elf Beauty Inc,Long,1.92,-11.4,1.24,Mustang295
FET,Fetch.ai,Long,1.92,26.0,1.76,Mustang295
ENVX,Enovix Corporation,Long,1.92,-28.52,1.0,Mustang295
PYPL,PayPal Holdings,Long,1.79,37.17,1.79,Mustang295
AMD,Advanced Micro Devices Inc,Long,1.79,-22.01,1.02,Mustang295
LHX,L3Harris,Long,1.66,-14.82,1.03,Mustang295
TSM,Taiwan Semiconductor Manufacturing Co Ltd - ADR,Long,1.6,12.69,1.31,Mustang295
XRP,XRP,Long,1.6,12.11,1.31,Mustang295
FANG,Diamondback Energy Inc,Long,1.53,-11.28,0.99,Mustang295
COTI,COTI,Long,1.34,2.95,1.01,Mustang295
HBAR,Hedera Hashgraph,Long,1.3,93.88,1.83,Mustang295
NOC,Northrop Grumman Corp,Long,1.28,-0.07,0.93,Mustang295
CELH,Celsius Holdings Inc.,Long,1.28,-12.62,0.82,Mustang295
JPM,JPMorgan Chase & Co,Long,1.28,-0.1,0.93,Mustang295
ADA,Cardano,Long,1.19,181.32,2.45,Mustang295
SKL,Skale Network,Long,1.04,-30.02,0.53,Mustang295
AMP,Amp,Long,1.04,41.49,1.07,Mustang295
SOFI,SoFi Technologies Inc,Long,1.03,107.74,1.57,Mustang295
NIO,Nio Inc.-ADR,Long,1.02,-40.94,0.44,Mustang295
TDG,Transdigm Group Incorporated,Long,0.96,-5.29,0.66,Mustang295
COIN,Coinbase Global Inc,Long,0.96,26.78,0.89,Mustang295
MARA,Marathon Digital Holdings Inc.,Long,0.9,-16.29,0.55,Mustang295
GRT,The Graph,Long,0.87,-37.04,0.4,Mustang295
THETA,Theta,Long,0.83,-7.07,0.56,Mustang295
GE,General Electric Co,Long,0.83,-10.53,0.54,Mustang295
DOT,Polkadot,Long,0.77,35.46,0.76,Mustang295
CCJ,Cameco Corp,Long,0.77,0.91,0.57,Mustang295
GALA,Gala V2,Long,0.72,1.15,0.53,Mustang295
LRC,Loopring,Long,0.72,-13.05,0.46,Mustang295
GPCR,Structure Therapeutics Inc,Long,0.71,-14.24,0.45,Mustang295
ANKR,Ankr,Long,0.64,69.97,0.79,Mustang295
TIA,Celestia,Long,0.56,-34.61,0.27,Mustang295
AXL,Axelar,Long,0.51,8.74,0.41,Mustang295
JASMY,Jasmy,Long,0.43,39.71,0.44,Mustang295
CDLX,Cardlytics Inc,Long,0.39,-15.89,0.24,Mustang295
BITF,Bitfarms Ltd,Long,0.38,-31.91,0.19,Mustang295
STORJ,Storj,Long,0.37,-18.34,0.22,Mustang295
ONDO,Ondo Finance,Long,0.34,87.51,0.46,Mustang295
ALGO,Algorand,Long,0.26,-12.28,0.16,Mustang295
JTO,Jito,Long,0.06,-3.94,0.04,Mustang295
MRTX.CVR,Mirati Therapeutics Inc Merger CVR,Long,0.0,0.0,0.0,Mustang295
CELH,Celsius Holdings Inc.,Long,11.14,-37.12,6.36,EpicQuality
NKE,NIKE,Long,11.12,-9.86,9.1,EpicQuality
ULTA,Ulta Beauty Inc,Long,9.06,13.79,9.36,EpicQuality
PYPL,PayPal Holdings,Long,8.1,49.29,10.99,EpicQuality
MNST,Monster Beverage Corp,Long,7.86,7.38,7.66,EpicQuality
FTNT,Fortinet Inc,Long,7.55,48.35,10.16,EpicQuality
MSCI,MSCI Inc,Long,6.88,20.05,7.49,EpicQuality
IDXX,IDEXX Laboratories Inc,Long,6.8,-0.33,6.16,EpicQuality
EVO.ST,Evolution AB,Long,6.62,-15.87,5.05,EpicQuality
NVO,Novo-Nordisk A/S SPONS ADR,Long,6.45,-0.48,5.83,EpicQuality
BKNG,Booking Holdings Inc,Long,6.06,44.59,7.95,EpicQuality
ADBE,Adobe Systems Inc,Long,5.85,-5.44,5.03,EpicQuality
MELI,MercadoLibre,Long,3.61,17.76,3.86,EpicQuality
SHOP,Shopify Inc.,Long,2.86,90.88,4.96,EpicQuality
BRK.B,Berkshire Hathaway Inc,Long,6.81,8.65,5.25,Finfre
MMM,3M,Long,5.1,17.75,4.27,Finfre
NKE,NIKE,Long,5.1,-26.69,2.66,Finfre
BA,Boeing,Long,5.1,-4.19,3.47,Finfre
AMZN,Amazon.com Inc,Long,3.61,82.51,4.67,Finfre
AAL,American Airlines Group Inc,Long,3.44,32.5,3.23,Finfre
SMSN.L,Samsung Electronics Co Ltd - GDR,Long,3.4,-15.43,2.04,Finfre
T,AT&T Inc,Long,3.4,13.69,2.75,Finfre
INTC,Intel,Long,3.4,-12.12,2.12,Finfre
MSFT,Microsoft,Long,3.4,51.2,3.65,Finfre
META,Meta Platforms Inc,Long,3.4,321.86,10.19,Finfre
TSLA,"Tesla Motors, Inc.",Long,3.4,132.61,5.62,Finfre
D,Dominion Energy Inc,Long,3.4,8.09,2.61,Finfre
NVDA,NVIDIA Corporation,Long,3.4,193.51,7.09,Finfre
DAL,Delta Air Lines Inc (DE),Long,2.08,58.05,2.33,Finfre
VOW3.DE,Volkswagen AG,Long,1.8,-11.79,1.13,Finfre
WMT,Walmart Inc.,Long,1.77,105.4,2.58,Finfre
PFE,Pfizer,Long,1.75,-4.85,1.18,Finfre
BABA,Alibaba-ADR,Long,1.74,14.67,1.41,Finfre
DPZ,Domino's Pizza Inc,Long,1.7,-3.38,1.17,Finfre
MCD,McDonald's,Long,1.7,28.84,1.56,Finfre
CAT,Caterpillar,Long,1.7,77.0,2.14,Finfre
AAPL,Apple,Long,1.7,106.46,2.49,Finfre
KO,Coca-Cola,Long,1.7,17.28,1.42,Finfre
TGT,Target Corp,Long,1.7,-19.94,0.97,Finfre
VZ,Verizon,Long,1.7,-0.7,1.2,Finfre
O,Realty Income Corp,Long,1.7,2.94,1.24,Finfre
NFLX,"Netflix, Inc.",Long,1.7,78.98,2.16,Finfre
GOOG,Alphabet,Long,1.7,44.48,1.74,Finfre
HPQ,Hewlett Packard,Long,1.7,5.14,1.27,Finfre
PEP,PepsiCo,Long,1.7,1.2,1.22,Finfre
JPM,JPMorgan Chase & Co,Long,1.7,69.34,2.05,Finfre
MA,Mastercard,Long,1.7,28.36,1.55,Finfre
JNJ,Johnson & Johnson,Long,1.7,-8.56,1.1,Finfre
ADSK,"Autodesk, Inc.",Long,1.7,66.2,2.01,Finfre
SBUX,Starbucks Corporation,Long,1.7,19.46,1.44,Finfre
SWK,Stanley Black & Decker Inc,Long,1.7,6.56,1.29,Finfre
PYPL,PayPal Holdings,Long,1.7,36.52,1.65,Finfre
DIS,Walt Disney,Long,1.7,27.41,1.54,Finfre
WBD,Warner Bros Discovery Inc,Long,0.37,-52.74,0.12,Finfre
SOLV,Solventum Corporation,Long,0.0,0.0,0.36,Finfre
ANKR,Ankr,Long,13.38,-0.26,8.98,Fletchbee21
XRP,XRP,Long,11.51,53.69,11.83,Fletchbee21
ADA,Cardano,Long,10.03,146.27,16.61,Fletchbee21
LUNC,Terra Classic,Long,5.3,-71.61,1.01,Fletchbee21
FET,Fetch.ai,Long,4.56,172.41,8.35,Fletchbee21
CHZ,Chiliz,Long,4.16,-68.13,0.89,Fletchbee21
DASH,Dash,Long,3.9,-46.57,1.4,Fletchbee21
BCH,Bitcoin Cash,Long,3.8,180.7,7.18,Fletchbee21
JASMY,Jasmy,Long,3.74,139.3,6.02,Fletchbee21
TLRY,Tilray Brands Inc,Long,2.63,-16.49,1.48,Fletchbee21
REN,REN,Long,2.39,-60.05,0.64,Fletchbee21
ENS,Ethereum Name Service,Long,2.37,242.97,5.46,Fletchbee21
HUT,Hut 8 Mining Corp,Long,2.36,188.65,4.59,Fletchbee21
STORJ,Storj,Long,2.16,-14.81,1.24,Fletchbee21
HBAR,Hedera Hashgraph,Long,2.15,393.06,7.15,Fletchbee21
EOS,EOS,Long,2.11,-71.05,0.41,Fletchbee21
AMP,Amp,Long,1.84,97.27,2.45,Fletchbee21
DOGE,Dogecoin,Long,1.76,-37.71,0.74,Fletchbee21
ETC,Ethereum Classic,Long,1.75,92.92,2.27,Fletchbee21
LRC,Loopring,Long,1.56,-17.43,0.87,Fletchbee21
HNT,Helium,Long,1.52,117.62,2.23,Fletchbee21
BITF,Bitfarms Ltd,Long,1.48,-27.71,0.72,Fletchbee21
COTI,COTI,Long,1.44,16.46,1.13,Fletchbee21
1INCH,1inch,Long,1.42,-51.65,0.46,Fletchbee21
GME,GameStop Corp.,Long,1.37,-58.94,0.38,Fletchbee21
XLM,Stellar,Long,1.27,154.5,2.18,Fletchbee21
NAS.OL,Norwegian Air Shuttle,Long,1.27,-38.61,0.52,Fletchbee21
ROSNL.L,Rosneft OAO,Long,1.04,-78.04,0.15,Fletchbee21
TBLT,Toughbuilt Industries Inc,Long,1.02,-99.84,0.01,Fletchbee21
ACB,Aurora Cannabis Inc,Long,0.93,-0.24,0.62,Fletchbee21
APE,ApeCoin,Long,0.83,-83.92,0.09,Fletchbee21
CENN,Cenntro Inc,Long,0.76,-98.87,0.01,Fletchbee21
BTC,Bitcoin,Long,0.59,94.34,0.77,Fletchbee21
SRM,Serum,Long,0.58,-93.3,0.03,Fletchbee21
GHST,Aavegotchi,Long,0.52,22.73,0.43,Fletchbee21
TRX,TRON,Long,0.18,247.2,0.42,Fletchbee21
FLR,Flare,Long,0.1,4.56,0.07,Fletchbee21
SGB,Songbird,Long,0.02,12.25,0.01,Fletchbee21
SBER.MOEX,Sberbank Moscow,Long,0.0,0.0,0.0,Fletchbee21
LUNA2,Terra 2.0,Long,0.0,0.0,0.0,Fletchbee21
HBAR,Hedera Hashgraph,Long,41.16,160.16,55.22,Barti25
LINK,Chainlink,Long,20.27,53.98,16.09,Barti25
XRP,XRP,Long,11.22,129.46,13.27,Barti25
GALA,Gala V2,Long,4.77,-24.24,1.86,Barti25
ARB,Arbitrum,Long,4.73,-21.96,1.9,Barti25
MIOTA,IOTA,Long,2.21,-20.78,0.9,Barti25
NEAR,Near Protocol,Long,1.97,12.31,1.14,Barti25
OP,Optimism,Long,1.93,21.32,1.21,Barti25
RENDER,Render Token,Long,1.91,35.24,1.33,Barti25
DOT,Polkadot,Long,1.87,43.48,1.38,Barti25
POL,Polygon Ecosystem (ex Matic),Long,1.74,-49.88,0.45,Barti25
AVAX,Avalanche,Long,1.71,67.21,1.47,Barti25
XLM,Stellar,Long,1.61,-11.24,0.73,Barti25
ADA,Cardano,Long,1.47,46.35,1.11,Barti25
ALGO,Algorand,Long,1.37,169.87,1.91,Barti25
MNODL.L,MMC Norilsk Nickel OJSC-ADR,Long,0.05,-98.72,0.01,Barti25
SOL,Solana,Long,0.02,-9.6,0.01,Barti25
SCHD,Schwab US Dividend Equity ETF,Long,10.04,8.33,8.96,coachnajafali
SG,SweetGreen,Long,8.94,-3.11,7.14,coachnajafali
SPGI,S&P Global Inc,Long,7.3,18.98,7.16,coachnajafali
MSFT,Microsoft,Long,5.95,13.09,5.55,coachnajafali
O,Realty Income Corp,Long,5.87,-0.57,4.81,coachnajafali
GOOG,Alphabet,Long,5.58,38.66,6.38,coachnajafali
MA,Mastercard,Long,5.32,26.48,5.55,coachnajafali
AAPL,Apple,Long,4.65,35.42,5.19,coachnajafali
COST,Costco Wholesale Corp,Long,4.57,24.31,4.69,coachnajafali
CMG,Chipotle Mexican Grill Inc,Long,4.52,29.89,4.83,coachnajafali
VICI,VICI Properties Inc,Long,3.96,2.54,3.35,coachnajafali
V,Visa,Long,3.82,16.77,3.68,coachnajafali
NFLX,"Netflix, Inc.",Long,3.37,85.96,5.16,coachnajafali
PYPL,PayPal Holdings,Long,3.35,48.38,4.09,coachnajafali
QQQ,Invesco QQQ,Long,2.94,34.57,3.26,coachnajafali
ADBE,Adobe Systems Inc,Long,2.77,-4.46,2.18,coachnajafali
CCL,Carnival Corp,Long,2.76,63.1,3.71,coachnajafali
VEU,Vanguard FTSE All-World ex-US,Long,2.75,8.15,2.45,coachnajafali
TXRH,Texas Roadhouse Inc,Long,2.35,62.98,3.15,coachnajafali
META,Meta Platforms Inc,Long,1.47,44.64,1.75,coachnajafali
AMZN,Amazon.com Inc,Long,1.17,61.96,1.57,coachnajafali
BTC,Bitcoin,Long,37.52,10.33,39.34,edouardbouvet
ETH,Ethereum,Long,23.52,3.4,23.11,edouardbouvet
XRP,XRP,Long,23.48,2.29,22.83,edouardbouvet
EURCHF,EUR/CHF,Long,14.0,-0.02,13.3,edouardbouvet
TLT,iShares 20+ Year Treasury Bond ETF,Long,34.9,-2.1,32.72,bonacasino
SWDA.L,iShares Core MSCI World UCITS ETF,Long,15.18,18.34,17.21,bonacasino
GLD,SPDR Gold,Long,8.74,15.86,9.7,bonacasino
IAU,iShares Gold Trust,Long,8.62,4.83,8.65,bonacasino
MCD,McDonald's,Long,5.88,9.91,6.19,bonacasino
ABBV,AbbVie Inc,Long,1.72,5.85,1.75,bonacasino
SGGD.L,Surgutneftegas OAO-ADR,Long,0.09,-88.74,0.01,bonacasino
03333.HK,China Evergrande Group,Long,0.05,-90.73,0.01,bonacasino
NVDA,NVIDIA Corporation,Long,12.1,23.36,14.16,valueresort
LLY,Eli Lilly & Co,Long,12.08,-10.06,10.31,valueresort
AAPL,Apple,Long,11.97,16.14,13.19,valueresort
TMUS,T-Mobile US Inc,Long,11.87,17.43,13.23,valueresort
UNH,UnitedHealth,Long,11.87,-14.11,9.67,valueresort
MCD,McDonald's,Long,11.77,5.42,11.77,valueresort
PG,Procter & Gamble Co,Long,11.08,-0.35,10.48,valueresort
NEE,NextEra Energy Inc,Long,6.0,-8.25,5.23,valueresort
SO,Southern Co,Long,5.94,-6.87,5.25,valueresort
DIS,Walt Disney,Long,1.02,25.15,1.21,valueresort
TSLA,"Tesla Motors, Inc.",Long,1.02,117.54,2.11,valueresort
NKE,NIKE,Long,1.02,-1.27,0.96,valueresort
LULU,Lululemon Athletica Inc,Long,0.51,63.78,0.79,valueresort
IB01.L,iShares $ Treasury Bond 0-1yr UCITS ETF,Long,91.03,0.37,91.21,ukjoehk
OSK,Oshkosh Corp,Long,1.86,-3.88,1.78,ukjoehk
HCI,Hci Group Inc,Long,1.5,18.46,1.77,ukjoehk
SACH,Sachem Capital Corp,Long,1.08,-52.43,0.52,ukjoehk
HY,Hyster-Yale Materials Handling Inc,Long,0.96,-11.87,0.84,ukjoehk
ACTG,Acacia Research Corporation,Long,0.94,-2.81,0.91,ukjoehk
HDSN,Hudson Technologies Inc,Long,0.94,-29.51,0.66,ukjoehk
LKQ,LKQ Corp,Long,0.38,-7.88,0.35,ukjoehk
REVG,REV Group Inc,Long,0.37,30.84,0.48,ukjoehk
MARA,Marathon Digital Holdings Inc.,Long,0.19,64.35,0.31,ukjoehk
RCL,Royal Caribbean Cruises Ltd,Long,0.19,79.98,0.34,ukjoehk
SYF,Synchrony Financial,Long,0.19,62.69,0.31,ukjoehk
GM,General Motors Co,Long,0.19,32.66,0.25,ukjoehk
JBL,Jabil Inc,Long,0.19,37.53,0.26,ukjoehk
PEP,PepsiCo,Long,10.06,-9.15,8.58,bjorncrienen
CAT,Caterpillar,Long,9.72,13.95,10.39,bjorncrienen
GOOG,Alphabet,Long,9.17,58.74,13.66,bjorncrienen
TEX,Terex Corporation,Long,8.95,-13.55,7.26,bjorncrienen
PG,Procter & Gamble Co,Long,8.51,17.76,9.4,bjorncrienen
KO,Coca-Cola,Long,8.49,-3.22,7.71,bjorncrienen
BABA,Alibaba-ADR,Long,7.0,7.68,7.07,bjorncrienen
JNJ,Johnson & Johnson,Long,6.99,-9.58,5.93,bjorncrienen
ABT,Abbott Laboratories,Long,6.42,2.71,6.19,bjorncrienen
MO,Altria Group Inc,Long,5.89,8.6,6.0,bjorncrienen
CVX,Chevron,Long,4.2,3.83,4.1,bjorncrienen
L8I7.DE,Amundi Nasdaq 100 Daily 2x Leveraged UCITS ETF,Long,24.93,12.42,26.93,tahelia
TLT,iShares 20+ Year Treasury Bond ETF,Long,24.93,-0.1,23.93,tahelia
SSO,Proshares Ultra S&P 500,Long,24.93,5.85,25.35,tahelia
IS04.DE,iShares USD Treasury Bond 20+yr UCITS ETF,Long,24.93,-1.81,23.51,tahelia
9988.HK,Alibaba Group Holding Ltd (Hong Kong),Long,4.03,-25.06,2.35,haxorjimduggen
SXRL.DE,iShares USD Treasury Bond 3-7yr UCITS ETF,Long,3.66,0.47,2.87,haxorjimduggen
TMV.DE,TeamViewer AG,Long,3.66,-29.25,2.02,haxorjimduggen
VLY,Valley National Bancorp,Long,3.3,11.11,2.86,haxorjimduggen
0700.HK,Tencent,Long,3.3,6.53,2.74,haxorjimduggen
IUSU.DE,iShares USD Treasury Bond 1-3yr UCITS ETF,Long,2.93,1.07,2.31,haxorjimduggen
IBCC.DE,iShares Treasury Bond 0-1yr UCITS ETF,Long,2.93,-1.23,2.26,haxorjimduggen
ICLN,iShares Global clean energy ETF,Long,2.56,-36.11,1.28,haxorjimduggen
IB01.L,iShares $ Treasury Bond 0-1yr UCITS ETF,Long,2.56,0.55,2.01,haxorjimduggen
TLH,iShares 10-20 Year Treasury Bond ETF,Long,2.56,-8.41,1.83,haxorjimduggen
BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,Long,2.56,-17.94,1.64,haxorjimduggen
IUSC.DE,iShares MSCI EM Latin America UCITS ETF,Long,2.2,-17.12,1.42,haxorjimduggen
EZJ.L,easyJet,Long,2.2,9.5,1.88,haxorjimduggen
IAG.L,International Consolidated Airlines,Long,2.2,91.0,3.27,haxorjimduggen
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,Long,2.2,-8.99,1.56,haxorjimduggen
IS3L.DE,iShares Ultrashort Bond UCITS ETF,Long,2.2,-1.57,1.69,haxorjimduggen
IS0R.DE,iShares USD High Yield Corp Bond UCITS ETF,Long,1.83,1.27,1.45,haxorjimduggen
IUSM.DE,iShares USD Treasury Bond 7-10yr UCITS ETF,Long,1.83,-3.41,1.38,haxorjimduggen
IEF,iShares 7-10 Year Treasury Bond ETF,Long,1.83,-7.28,1.32,haxorjimduggen
SXR7.DE,iShares Core MSCI EMU UCITS ETF EUR,Long,1.83,-2.49,1.39,haxorjimduggen
MAERSKB.CO,A P Moller Maersk,Long,1.46,8.94,1.24,haxorjimduggen
SW,Smurfit Westrock Plc,Long,1.46,23.15,1.41,haxorjimduggen
MONY.L,Moneysupermarket.com Group PLC,Long,1.46,-9.46,1.03,haxorjimduggen
GOOGL,Alphabet Inc Class A,Long,1.46,82.39,2.08,haxorjimduggen
MTB,M&T Bank Corporation,Long,1.46,48.19,1.69,haxorjimduggen
TW.L,Taylor Wimpey,Long,1.46,-11.34,1.01,haxorjimduggen
GRG.L,Greggs PLC,Long,1.46,7.0,1.22,haxorjimduggen
SMSN.L,Samsung Electronics Co Ltd - GDR,Long,1.46,-12.2,1.0,haxorjimduggen
0992.HK,Lenovo Group,Long,1.46,32.8,1.52,haxorjimduggen
FDX,FedEx Corporation,Long,1.46,40.51,1.61,haxorjimduggen
RTX,Raytheon-Technologies,Long,1.46,34.92,1.54,haxorjimduggen
AMZN,Amazon.com Inc,Long,1.46,124.33,2.56,haxorjimduggen
IQQH.DE,iShares Global Clean Energy UCITS ETF,Long,1.46,-15.23,0.97,haxorjimduggen
XRP,XRP,Long,1.24,445.73,5.28,haxorjimduggen
84X0.DE,iShares MSCI EM ex China UCITS ETF,Long,1.1,-2.54,0.83,haxorjimduggen
IUSS.DE,iShares MSCI Saudi Arabia Capped UCITS ETF,Long,1.1,1.54,0.87,haxorjimduggen
IEML.L,iShares J.P. Morgan EM Local Govt Bond UCITS ETF,Long,1.1,0.32,0.86,haxorjimduggen
IUS7.DE,iShares J.P. Morgan USD EM Bond UCITS ETF,Long,1.1,1.79,0.87,haxorjimduggen
XCX5.L,Xtrackers MSCI India Swap UCITS ETF,Long,1.1,8.07,0.93,haxorjimduggen
FMG.ASX,Fortescue Metals Group Limited,Long,1.1,-24.53,0.65,haxorjimduggen
WLK,Westlake Chemical Corp,Long,1.1,21.5,1.04,haxorjimduggen
CBRE,CBRE Group Inc,Long,1.1,90.83,1.63,haxorjimduggen
ABG,Asbury Automotive Group Inc,Long,1.1,55.49,1.33,haxorjimduggen
OC,Owens Corning Inc,Long,1.1,142.07,2.07,haxorjimduggen
MA,Mastercard,Long,1.1,53.34,1.31,haxorjimduggen
IQQL.DE,iShares Listed Private Equity UCITS ETF,Long,1.1,8.83,0.93,haxorjimduggen
IQQI.DE,iShares Global Infrastructure UCITS ETF,Long,1.1,-0.66,0.85,haxorjimduggen
MRK.DE,MERCK KGAA,Long,0.73,-3.27,0.55,haxorjimduggen
MAB.L,Mitchells & Butlers PLC,Long,0.73,22.32,0.7,haxorjimduggen
PIN.L,Pantheon International,Long,0.73,4.69,0.6,haxorjimduggen
PAM,Pampa Energia S.A.-ADR,Long,0.73,355.5,2.6,haxorjimduggen
EXEL,Exelixis Inc,Long,0.73,85.75,1.06,haxorjimduggen
UAL,United Airlines Holdings Inc,Long,0.73,128.12,1.3,haxorjimduggen
WTB.L,Whitbread,Long,0.73,7.61,0.61,haxorjimduggen
CMCSA,Comcast Corp,Long,0.73,0.73,0.58,haxorjimduggen
ULVR.L,Unilever,Long,0.73,19.57,0.68,haxorjimduggen
NVDA,NVIDIA Corporation,Long,0.73,905.61,5.74,haxorjimduggen
CSCO,Cisco Systems Inc,Long,0.73,33.84,0.76,haxorjimduggen
IDEM.L,iShares MSCI Emerging Markets UCITS ETF (Dist),Long,0.37,-10.56,0.26,haxorjimduggen
NMIH,NMI Holdings Inc,Long,0.37,22.55,0.35,haxorjimduggen
GSL,Global Ship Lease Inc,Long,0.37,5.41,0.3,haxorjimduggen
HII,Huntington Ingalls Industries Inc,Long,0.37,3.17,0.29,haxorjimduggen
FLR,Flare,Long,0.01,4.35,0.01,haxorjimduggen
SGB,Songbird,Long,0.01,11.54,0.01,haxorjimduggen
SVITZR.CO,Svitzer A/S,Long,0.0,0.0,0.03,haxorjimduggen
03690.HK,Meituan Class B,Long,0.0,0.0,0.09,haxorjimduggen
NSDQ100,NASDAQ100 Index (Non Expiry),Short,82.24,-90.7,2.84,arturshapoval
SSSS,SuRo Capital Corp,Long,10.84,-48.15,1.19,arturshapoval
BIIB,Biogen Inc,Long,3.47,-35.86,2.59,arturshapoval
OGZDL.L,Gazprom OAO-ADR,Long,1.16,-76.82,0.31,arturshapoval
EVR.L,Evraz PLC,Long,0.58,-36.18,0.43,arturshapoval
SGGD.L,Surgutneftegas OAO-ADR,Long,0.58,-66.18,0.23,arturshapoval
MNODL.L,MMC Norilsk Nickel OJSC-ADR,Long,0.58,-95.52,0.03,arturshapoval
CHZ,Chiliz,Long,28.45,-38.38,19.99,cryptoanalyzer
DOGE,Dogecoin,Long,23.4,67.76,44.77,cryptoanalyzer
XTZ,Tezos,Long,17.42,-10.89,17.7,cryptoanalyzer
ADA,Cardano,Long,14.73,-40.48,10.0,cryptoanalyzer
COMP,Compound,Long,13.5,-55.46,6.86,cryptoanalyzer
REN,REN,Long,2.25,-87.1,0.33,cryptoanalyzer
MIOTA,IOTA,Long,0.2,35.11,0.32,cryptoanalyzer
GALA,Gala V2,Long,0.05,-24.1,0.04,cryptoanalyzer
TRX,TRON,Long,24.31,-3.75,18.85,hossa182
SNX,Synthetix,Long,2.39,-41.87,1.12,hossa182
BICO,Biconomy,Long,1.19,72.23,1.66,hossa182
LRC,Loopring,Long,1.19,-36.49,0.61,hossa182
AVAX,Avalanche,Long,1.19,-13.35,0.83,hossa182
FTM,Fantom,Long,1.19,27.61,1.23,hossa182
AMP,Amp,Long,1.19,-13.14,0.83,hossa182
POL,Polygon Ecosystem (ex Matic),Long,1.19,71.71,1.65,hossa182
ETH,Ethereum,Long,1.19,52.32,1.46,hossa182
CTSI,Cartesi,Long,1.19,52.85,1.47,hossa182
FIL,Filecoin,Long,1.16,31.42,1.23,hossa182
SKL,Skale Network,Long,0.89,75.62,1.27,hossa182
CHZ,Chiliz,Long,0.89,60.21,1.15,hossa182
GALA,Gala V2,Long,0.89,125.07,1.62,hossa182
GRT,The Graph,Long,0.89,71.12,1.23,hossa182
SHIBxM,Shiba (in millions),Long,0.89,48.07,1.07,hossa182
HBAR,Hedera Hashgraph,Long,0.89,401.07,3.61,hossa182
ANKR,Ankr,Long,0.75,49.84,0.9,hossa182
